n,U,C,F,O,B
3960,0,2,1,1,7
3961,0,2,1,0,7
3962,0,1,0,0,7
3963,0,1,0,0,7
3964,0,1,0,0,7
3965,0,1,0,0,7
3966,1,3,-1,0,7
3967,1,3,-1,0,7
3968,0,1,0,0,7
3969,0,1,0,0,7
3970,0,1,0,0,7
3971,0,1,0,0,7
3972,0,2,1,1,7
3973,0,2,1,0,7
3974,0,1,0,0,7
3975,0,1,0,0,7
3976,0,2,2,1,7
3977,0,2,2,0,7
3978,0,2,1,1,7
3979,0,2,1,0,7
3980,0,1,0,0,7
3981,0,1,0,0,7
3982,0,1,0,0,7
3983,0,1,0,0,7
3984,0,1,0,0,7
3985,0,1,0,0,7
3986,0,1,0,0,7
3987,0,1,0,0,7
3988,1,3,-1,0,7
3989,1,3,-1,0,7
3990,0,1,0,0,7
3991,0,1,0,0,7
3992,0,1,0,0,7
3993,0,1,0,0,7
3994,0,1,0,0,7
3995,0,1,0,0,7
3996,0,1,0,0,7
3997,0,1,0,0,7
3998,0,1,0,0,7
3999,0,1,0,0,7
4000,1,3,-1,0,7
4001,1,3,-1,0,7
4002,1,3,-1,0,5
4003,1,3,-1,0,5
4004,0,1,0,0,5
4005,0,1,0,0,5
4006,1,3,-1,0,5
4007,1,3,-1,0,5
4008,0,2,1,1,5
4009,0,2,1,0,5
4010,0,1,0,0,1
4011,0,1,0,0,1
4012,1,3,-1,0,1
4013,1,3,-1,0,1
4014,0,1,0,0,1
4015,0,1,0,0,1
4016,0,1,0,0,1
4017,0,1,0,0,1
4018,1,3,-1,0,1
4019,1,3,-1,0,1
4020,1,3,-1,0,1
4021,1,3,-1,0,1
4022,0,1,0,0,1
4023,0,1,0,0,1
4024,0,1,0,0,1
4025,0,1,0,0,1
4026,1,3,-1,0,1
4027,1,3,-1,0,1
4028,0,1,0,0,1
4029,0,1,0,0,1
4030,0,2,1,1,1
4031,0,2,1,0,1
4032,0,2,2,1,1
4033,0,2,2,0,1
4034,0,1,0,0,1
4035,0,1,0,0,1
4036,0,1,0,0,1
4037,0,1,0,0,1
4038,0,1,0,0,1
4039,0,1,0,0,1
4040,0,1,0,0,1
4041,0,1,0,0,1
4042,0,1,0,0,1
4043,0,1,0,0,1
4044,0,1,0,0,1
4045,0,1,0,0,1
4046,0,1,0,0,1
4047,0,1,0,0,1
4048,1,3,-1,0,1
4049,1,3,-1,0,1
4050,1,3,-1,0,1
4051,1,3,-1,0,1
4052,0,1,0,0,1
4053,0,1,0,0,1
4054,0,1,0,0,1
4055,0,1,0,0,1
4056,1,3,-1,0,1
4057,1,3,-1,0,1
4058,0,1,0,0,1
4059,0,1,0,0,1
4060,0,2,1,1,1
4061,0,2,1,0,1
4062,0,2,1,1,1
4063,0,2,1,0,1
4064,0,1,0,0,1
4065,0,1,0,0,1
4066,0,1,0,0,1
4067,0,1,0,0,1
4068,0,1,0,0,1
4069,0,1,0,0,1
4070,0,1,0,0,1
4071,0,1,0,0,1
4072,1,3,-1,0,1
4073,1,3,-1,0,1
4074,0,1,0,0,1
4075,0,1,0,0,1
4076,0,1,0,0,1
4077,0,1,0,0,1
4078,1,3,-1,0,1
4079,1,3,-1,0,1
4080,0,1,0,0,1
4081,0,1,0,0,1
4082,0,1,0,0,1
4083,0,1,0,0,1
4084,0,1,0,0,1
4085,0,1,0,0,1
4086,0,2,3,1,1
4087,0,2,3,0,1
4088,0,1,0,0,1
4089,0,1,0,0,1
4090,1,3,-1,0,1
4091,1,3,-1,0,1
4092,1,3,-1,0,1
4093,1,3,-1,0,1
4094,0,1,0,0,1
4095,0,1,0,0,1
4096,0,2,1,1,1
4097,0,2,1,0,1
4098,1,3,-1,0,1
4099,1,3,-1,0,1
4100,0,1,0,0,1
4101,0,1,0,0,1
4102,0,1,0,0,1
4103,0,1,0,0,1
4104,0,1,0,0,1
4105,0,1,0,0,1
4106,0,1,0,0,1
4107,0,1,0,0,1
4108,0,1,0,0,1
4109,0,1,0,0,1
4110,1,3,-1,0,1
4111,1,3,-1,0,1
4112,0,1,0,0,1
4113,0,1,0,0,1
4114,0,1,0,0,1
4115,0,1,0,0,1
4116,0,2,1,1,1
4117,0,2,1,0,1
4118,0,1,0,0,1
4119,0,1,0,0,1
4120,0,1,0,0,1
4121,0,1,0,0,1
4122,0,1,0,0,1
4123,0,1,0,0,1
4124,0,1,0,0,1
4125,0,1,0,0,1
4126,1,3,-1,0,1
4127,1,3,-1,0,1
4128,1,3,-1,0,1
4129,1,3,-1,0,1
4130,0,1,0,0,1
4131,0,1,0,0,1
4132,1,3,-1,0,1
4133,1,3,-1,0,1
4134,0,1,0,0,7
4135,0,1,0,0,7
4136,0,1,0,0,7
4137,0,1,0,0,7
4138,1,3,-1,0,7
4139,1,3,-1,0,7
4140,0,2,2,1,7
4141,0,2,2,0,7
4142,0,1,0,0,7
4143,0,1,0,0,7
4144,0,1,0,0,7
4145,0,1,0,0,7
4146,0,1,0,0,7
4147,0,1,0,0,7
4148,0,1,0,0,7
4149,0,1,0,0,7
4150,0,1,0,0,7
4151,0,1,0,0,7
4152,1,3,-1,0,7
4153,1,3,-1,0,7
4154,0,1,0,0,7
4155,0,1,0,0,7
4156,1,3,-1,0,7
4157,1,3,-1,0,7
4158,1,3,-1,0,7
4159,1,3,-1,0,7
4160,0,1,0,0,7
4161,0,1,0,0,7
4162,0,2,1,1,7
4163,0,2,1,0,7
4164,0,1,0,0,7
4165,0,1,0,0,7
4166,0,1,0,0,7
4167,0,1,0,0,7
4168,0,1,0,0,7
4169,0,1,0,0,7
4170,0,2,2,1,7
4171,0,2,2,0,7
4172,0,1,0,0,7
4173,0,1,0,0,7
4174,0,1,0,0,7
4175,0,1,0,0,7
4176,1,3,-1,0,7
4177,1,3,-1,0,7
4178,0,1,0,0,7
4179,0,1,0,0,7
4180,0,2,2,1,7
4181,0,2,2,0,7
4182,0,2,2,1,7
4183,0,2,2,0,7
4184,0,1,0,0,7
4185,0,1,0,0,7
4186,0,2,3,1,7
4187,0,2,3,0,7
4188,0,2,3,1,7
4189,0,2,3,0,7
4190,0,1,0,0,7
4191,0,1,0,0,7
4192,0,1,0,0,7
4193,0,1,0,0,7
4194,0,1,0,0,7
4195,0,1,0,0,7
4196,0,1,0,0,7
4197,0,1,0,0,7
4198,0,1,0,0,7
4199,0,1,0,0,7
4200,1,3,-1,0,7
4201,1,3,-1,0,7
4202,0,1,0,0,7
4203,0,1,0,0,7
4204,0,1,0,0,7
4205,0,1,0,0,7
4206,0,1,0,0,7
4207,0,1,0,0,7
4208,0,1,0,0,7
4209,0,1,0,0,7
4210,1,3,-1,0,7
4211,1,3,-1,0,7
4212,0,1,0,0,7
4213,0,1,0,0,7
4214,0,1,0,0,7
4215,0,1,0,0,7
4216,1,3,-1,0,7
4217,1,3,-1,0,7
4218,1,3,-1,0,7
4219,1,3,-1,0,7
4220,0,1,0,0,7
4221,0,1,0,0,7
4222,0,2,2,1,7
4223,0,2,2,0,7
4224,0,1,0,0,7
4225,0,1,0,0,7
4226,0,1,0,0,7
4227,0,1,0,0,7
4228,1,3,-1,0,7
4229,1,3,-1,0,7
4230,1,3,-1,0,1
4231,1,3,-1,0,1
4232,0,1,0,0,1
4233,0,1,0,0,1
4234,0,1,0,0,1
4235,0,1,0,0,1
4236,0,2,1,1,1
4237,0,2,1,0,1
4238,0,1,0,0,1
4239,0,1,0,0,1
4240,1,3,-1,0,1
4241,1,3,-1,0,1
4242,1,3,-1,0,1
4243,1,3,-1,0,1
4244,0,1,0,0,1
4245,0,1,0,0,1
4246,0,2,1,1,1
4247,0,2,1,0,1
4248,0,1,0,0,1
4249,0,1,0,0,1
4250,0,1,0,0,1
4251,0,1,0,0,1
4252,1,3,-1,0,1
4253,1,3,-1,0,1
4254,0,1,0,0,1
4255,0,1,0,0,1
4256,0,1,0,0,1
4257,0,1,0,0,1
4258,1,3,-1,0,1
4259,1,3,-1,0,1
4260,1,3,-1,0,1
4261,1,3,-1,0,1
4262,0,1,0,0,1
4263,0,1,0,0,1
4264,0,1,0,0,1
4265,0,1,0,0,1
4266,0,2,1,1,1
4267,0,2,1,0,1
4268,0,1,0,0,1
4269,0,1,0,0,1
4270,1,3,-1,0,1
4271,1,3,-1,0,1
4272,1,3,-1,0,1
4273,1,3,-1,0,1
4274,0,1,0,0,1
4275,0,1,0,0,1
4276,0,1,0,0,1
4277,0,1,0,0,1
4278,0,1,0,0,1
4279,0,1,0,0,1
4280,0,1,0,0,1
4281,0,1,0,0,1
4282,1,3,-1,0,5
4283,1,3,-1,0,5
4284,0,1,0,0,5
4285,0,1,0,0,5
4286,0,1,0,0,5
4287,0,1,0,0,5
4288,1,3,-1,0,5
4289,1,3,-1,0,5
4290,0,1,0,0,5
4291,0,1,0,0,5
4292,0,1,0,0,5
4293,0,1,0,0,5
4294,0,1,0,0,7
4295,0,1,0,0,7
4296,1,3,-1,0,7
4297,1,3,-1,0,7
4298,0,1,0,0,7
4299,0,1,0,0,7
4300,0,1,0,0,7
4301,0,1,0,0,7
4302,0,1,0,0,7
4303,0,1,0,0,7
4304,0,1,0,0,7
4305,0,1,0,0,7
4306,0,2,3,1,7
4307,0,2,3,0,7
4308,0,2,1,1,7
4309,0,2,1,0,7
4310,0,1,0,0,7
4311,0,1,0,0,7
4312,0,2,1,1,7
4313,0,2,1,0,7
4314,0,1,0,0,7
4315,0,1,0,0,7
4316,0,1,0,0,7
4317,0,1,0,0,7
4318,0,1,0,0,7
4319,0,1,0,0,7
4320,0,2,1,1,7
4321,0,2,1,0,7
4322,0,1,0,0,7
4323,0,1,0,0,7
4324,0,1,0,0,7
4325,0,1,0,0,7
4326,1,3,-1,0,7
4327,1,3,-1,0,7
4328,0,1,0,0,7
4329,0,1,0,0,7
4330,0,2,3,1,7
4331,0,2,3,0,7
4332,0,1,0,0,7
4333,0,1,0,0,7
4334,0,1,0,0,7
4335,0,1,0,0,7
4336,1,3,-1,0,7
4337,1,3,-1,0,7
4338,1,3,-1,0,7
4339,1,3,-1,0,7
4340,0,1,0,0,7
4341,0,1,0,0,7
4342,0,2,2,1,7
4343,0,2,2,0,7
4344,0,1,0,0,7
4345,0,1,0,0,7
4346,0,1,0,0,7
4347,0,1,0,0,7
4348,1,3,-1,0,7
4349,1,3,-1,0,7
4350,0,2,1,1,7
4351,0,2,1,0,7
4352,0,1,0,0,7
4353,0,1,0,0,7
4354,0,1,0,0,7
4355,0,1,0,0,7
4356,1,3,-1,0,5
4357,1,3,-1,0,5
4358,0,1,0,0,5
4359,0,1,0,0,5
4360,0,1,0,0,5
4361,0,1,0,0,5
4362,1,3,-1,0,5
4363,1,3,-1,0,5
4364,0,1,0,0,5
4365,0,1,0,0,5
4366,0,1,0,0,5
4367,0,1,0,0,5
4368,0,2,1,1,5
4369,0,2,1,0,5
4370,0,1,0,0,5
4371,0,1,0,0,5
4372,1,3,-1,0,5
4373,1,3,-1,0,5
4374,0,1,0,0,5
4375,0,1,0,0,5
4376,0,1,0,0,5
4377,0,1,0,0,5
4378,0,2,1,1,5
4379,0,2,1,0,5
4380,0,1,0,0,5
4381,0,1,0,0,5
4382,0,1,0,0,5
4383,0,1,0,0,5
4384,0,1,0,0,5
4385,0,1,0,0,5
4386,0,2,2,1,5
4387,0,2,2,0,5
4388,0,1,0,0,5
4389,0,1,0,0,5
4390,1,3,-1,0,5
4391,1,3,-1,0,5
4392,0,2,1,1,5
4393,0,2,1,0,5
4394,0,1,0,0,5
4395,0,1,0,0,5
4396,1,3,-1,0,5
4397,1,3,-1,0,5
4398,0,2,2,1,5
4399,0,2,2,0,5
4400,0,1,0,0,5
4401,0,1,0,0,5
4402,0,1,0,0,5
4403,0,1,0,0,5
4404,0,1,0,0,5
4405,0,1,0,0,5
4406,0,1,0,0,5
4407,0,1,0,0,5
4408,1,3,-1,0,5
4409,1,3,-1,0,5
4410,0,1,0,0,5
4411,0,1,0,0,5
4412,0,1,0,0,5
4413,0,1,0,0,5
4414,0,1,0,0,5
4415,0,1,0,0,5
4416,0,1,0,0,5
4417,0,1,0,0,5
4418,0,1,0,0,5
4419,0,1,0,0,5
4420,1,3,-1,0,5
4421,1,3,-1,0,5
4422,1,3,-1,0,5
4423,1,3,-1,0,5
4424,0,1,0,0,5
4425,0,1,0,0,5
4426,0,2,1,1,5
4427,0,2,1,0,5
4428,0,2,2,1,5
4429,0,2,2,0,5
4430,0,1,0,0,5
4431,0,1,0,0,5
4432,0,1,0,0,5
4433,0,1,0,0,5
4434,0,1,0,0,5
4435,0,1,0,0,5
4436,0,1,0,0,5
4437,0,1,0,0,5
4438,0,2,1,1,5
4439,0,2,1,0,5
4440,1,3,-1,0,5
4441,1,3,-1,0,5
4442,0,1,0,0,5
4443,0,1,0,0,5
4444,0,1,0,0,5
4445,0,1,0,0,5
4446,1,3,-1,0,5
4447,1,3,-1,0,5
4448,0,1,0,0,5
4449,0,1,0,0,5
4450,1,3,-1,0,5
4451,1,3,-1,0,5
4452,0,2,3,1,5
4453,0,2,3,0,5
4454,0,1,0,0,5
4455,0,1,0,0,5
4456,1,3,-1,0,5
4457,1,3,-1,0,5
4458,0,1,0,0,5
4459,0,1,0,0,5
4460,0,1,0,0,5
4461,0,1,0,0,5
4462,1,3,-1,0,5
4463,1,3,-1,0,5
4464,0,1,0,0,5
4465,0,1,0,0,5
4466,0,1,0,0,5
4467,0,1,0,0,5
4468,0,2,2,1,5
4469,0,2,2,0,5
4470,0,2,1,1,5
4471,0,2,1,0,5
4472,0,1,0,0,5
4473,0,1,0,0,5
4474,0,1,0,0,5
4475,0,1,0,0,5
4476,0,1,0,0,5
4477,0,1,0,0,5
4478,0,1,0,0,1
4479,0,1,0,0,1
4480,1,3,-1,0,1
4481,1,3,-1,0,1
4482,1,3,-1,0,1
4483,1,3,-1,0,1
4484,0,1,0,0,1
4485,0,1,0,0,1
4486,0,1,0,0,1
4487,0,1,0,0,1
4488,0,2,3,1,1
4489,0,2,3,0,1
4490,0,1,0,0,1
4491,0,1,0,0,1
4492,1,3,-1,0,1
4493,1,3,-1,0,1
4494,0,1,0,0,1
4495,0,1,0,0,1
4496,0,1,0,0,1
4497,0,1,0,0,1
4498,0,1,0,0,1
4499,0,1,0,0,1
4500,0,1,0,0,1
4501,0,1,0,0,1
4502,0,1,0,0,1
4503,0,1,0,0,1
4504,0,1,0,0,1
4505,0,1,0,0,1
4506,1,3,-1,0,1
4507,1,3,-1,0,1
4508,0,1,0,0,1
4509,0,1,0,0,1
4510,0,1,0,0,1
4511,0,1,0,0,1
4512,1,3,-1,0,1
4513,1,3,-1,0,1
4514,0,1,0,0,1
4515,0,1,0,0,1
4516,1,3,-1,0,1
4517,1,3,-1,0,1
4518,1,3,-1,0,1
4519,1,3,-1,0,1
4520,0,1,0,0,1
4521,0,1,0,0,1
4522,1,3,-1,0,1
4523,1,3,-1,0,1
4524,0,1,0,0,5
4525,0,1,0,0,5
4526,0,1,0,0,5
4527,0,1,0,0,5
4528,0,1,0,0,5
4529,0,1,0,0,5
4530,0,2,1,1,5
4531,0,2,1,0,5
4532,0,1,0,0,5
4533,0,1,0,0,5
4534,0,1,0,0,5
4535,0,1,0,0,5
4536,0,1,0,0,5
4537,0,1,0,0,5
4538,0,1,0,0,5
4539,0,1,0,0,5
4540,0,2,1,1,5
4541,0,2,1,0,5
4542,0,1,0,0,5
4543,0,1,0,0,5
4544,0,1,0,0,5
4545,0,1,0,0,5
4546,1,3,-1,0,5
4547,1,3,-1,0,5
4548,1,3,-1,0,5
4549,1,3,-1,0,5
4550,0,1,0,0,5
4551,0,1,0,0,5
4552,0,2,1,1,5
4553,0,2,1,0,5
4554,0,1,0,0,5
4555,0,1,0,0,5
4556,0,1,0,0,5
4557,0,1,0,0,5
4558,0,2,2,1,5
4559,0,2,2,0,5
4560,1,3,-1,0,5
4561,1,3,-1,0,5
4562,0,1,0,0,5
4563,0,1,0,0,5
4564,0,1,0,0,5
4565,0,1,0,0,5
4566,1,3,-1,0,5
4567,1,3,-1,0,5
4568,0,1,0,0,5
4569,0,1,0,0,5
4570,0,1,0,0,5
4571,0,1,0,0,5
4572,0,2,1,1,5
4573,0,2,1,0,5
4574,0,1,0,0,5
4575,0,1,0,0,5
4576,0,2,1,1,5
4577,0,2,1,0,5
4578,0,2,1,1,5
4579,0,2,1,0,5
4580,0,1,0,0,5
4581,0,1,0,0,5
4582,1,3,-1,0,5
4583,1,3,-1,0,5
4584,0,1,0,0,5
4585,0,1,0,0,5
4586,0,1,0,0,5
4587,0,1,0,0,5
4588,0,1,0,0,5
4589,0,1,0,0,5
4590,1,3,-1,0,5
4591,1,3,-1,0,5
4592,0,1,0,0,5
4593,0,1,0,0,5
4594,0,1,0,0,5
4595,0,1,0,0,5
4596,1,3,-1,0,5
4597,1,3,-1,0,5
4598,0,1,0,0,5
4599,0,1,0,0,5
4600,0,2,2,1,5
4601,0,2,2,0,5
4602,1,3,-1,0,5
4603,1,3,-1,0,5
4604,0,1,0,0,5
4605,0,1,0,0,5
4606,0,2,1,1,5
4607,0,2,1,0,5
4608,0,1,0,0,5
4609,0,1,0,0,5
4610,0,1,0,0,5
4611,0,1,0,0,5
4612,0,1,0,0,5
4613,0,1,0,0,5
4614,0,1,0,0,5
4615,0,1,0,0,5
4616,0,1,0,0,5
4617,0,1,0,0,5
4618,0,2,1,1,5
4619,0,2,1,0,5
4620,1,3,-1,0,5
4621,1,3,-1,0,5
4622,0,1,0,0,5
4623,0,1,0,0,5
4624,0,1,0,0,5
4625,0,1,0,0,5
4626,0,1,0,0,1
4627,0,1,0,0,1
4628,0,1,0,0,1
4629,0,1,0,0,1
4630,0,1,0,0,1
4631,0,1,0,0,1
4632,0,2,2,1,1
4633,0,2,2,0,1
4634,0,1,0,0,1
4635,0,1,0,0,1
4636,1,3,-1,0,1
4637,1,3,-1,0,1
4638,1,3,-1,0,1
4639,1,3,-1,0,1
4640,0,1,0,0,1
4641,0,1,0,0,1
4642,1,3,-1,0,1
4643,1,3,-1,0,1
4644,0,1,0,0,1
4645,0,1,0,0,1
4646,0,1,0,0,1
4647,0,1,0,0,1
4648,1,3,-1,0,1
4649,1,3,-1,0,1
4650,1,3,-1,0,1
4651,1,3,-1,0,1
4652,0,1,0,0,1
4653,0,1,0,0,1
4654,0,1,0,0,1
4655,0,1,0,0,1
4656,1,3,-1,0,1
4657,1,3,-1,0,1
4658,0,1,0,0,1
4659,0,1,0,0,1
4660,0,2,3,1,5
4661,0,2,3,0,5
4662,1,3,-1,0,5
4663,1,3,-1,0,5
4664,0,1,0,0,5
4665,0,1,0,0,5
4666,0,1,0,0,5
4667,0,1,0,0,5
4668,0,1,0,0,5
4669,0,1,0,0,5
4670,0,1,0,0,5
4671,0,1,0,0,5
4672,1,3,-1,0,5
4673,1,3,-1,0,5
4674,0,1,0,0,5
4675,0,1,0,0,5
4676,0,1,0,0,5
4677,0,1,0,0,5
4678,1,3,-1,0,7
4679,1,3,-1,0,7
4680,0,2,1,1,7
4681,0,2,1,0,7
4682,0,1,0,0,7
4683,0,1,0,0,7
4684,0,1,0,0,7
4685,0,1,0,0,7
4686,0,2,2,1,7
4687,0,2,2,0,7
4688,0,1,0,0,7
4689,0,1,0,0,7
4690,1,3,-1,0,7
4691,1,3,-1,0,7
4692,0,1,0,0,7
4693,0,1,0,0,7
4694,0,1,0,0,7
4695,0,1,0,0,7
4696,0,1,0,0,7
4697,0,1,0,0,7
4698,0,2,2,1,7
4699,0,2,2,0,7
4700,0,1,0,0,7
4701,0,1,0,0,7
4702,1,3,-1,0,7
4703,1,3,-1,0,7
4704,0,1,0,0,7
4705,0,1,0,0,7
4706,0,1,0,0,7
4707,0,1,0,0,7
4708,0,2,1,1,7
4709,0,2,1,0,7
4710,0,1,0,0,7
4711,0,1,0,0,7
4712,0,1,0,0,7
4713,0,1,0,0,7
4714,0,1,0,0,7
4715,0,1,0,0,7
4716,0,2,2,1,7
4717,0,2,2,0,7
4718,0,1,0,0,7
4719,0,1,0,0,7
4720,1,3,-1,0,7
4721,1,3,-1,0,7
4722,1,3,-1,0,7
4723,1,3,-1,0,7
4724,0,1,0,0,7
4725,0,1,0,0,7
4726,0,2,1,1,7
4727,0,2,1,0,7
4728,1,3,-1,0,7
4729,1,3,-1,0,7
4730,0,1,0,0,5
4731,0,1,0,0,5
4732,1,3,-1,0,5
4733,1,3,-1,0,5
4734,0,1,0,0,5
4735,0,1,0,0,5
4736,0,1,0,0,5
4737,0,1,0,0,5
4738,0,1,0,0,5
4739,0,1,0,0,5
4740,0,1,0,0,5
4741,0,1,0,0,5
4742,0,1,0,0,5
4743,0,1,0,0,5
4744,0,1,0,0,5
4745,0,1,0,0,5
4746,0,2,2,1,5
4747,0,2,2,0,5
4748,0,1,0,0,5
4749,0,1,0,0,5
4750,1,3,-1,0,5
4751,1,3,-1,0,5
4752,0,1,0,0,5
4753,0,1,0,0,5
4754,0,1,0,0,5
4755,0,1,0,0,5
4756,0,2,3,1,5
4757,0,2,3,0,5
4758,1,3,-1,0,1
4759,1,3,-1,0,1
4760,0,1,0,0,1
4761,0,1,0,0,1
4762,0,1,0,0,1
4763,0,1,0,0,1
4764,0,1,0,0,1
4765,0,1,0,0,1
4766,0,1,0,0,1
4767,0,1,0,0,1
4768,0,2,1,1,1
4769,0,2,1,0,1
4770,0,1,0,0,1
4771,0,1,0,0,1
4772,0,1,0,0,1
4773,0,1,0,0,1
4774,0,1,0,0,1
4775,0,1,0,0,1
4776,0,2,1,1,1
4777,0,2,1,0,1
4778,0,1,0,0,1
4779,0,1,0,0,1
4780,0,1,0,0,1
4781,0,1,0,0,1
4782,1,3,-1,0,1
4783,1,3,-1,0,1
4784,0,1,0,0,1
4785,0,1,0,0,1
4786,1,3,-1,0,1
4787,1,3,-1,0,1
4788,1,3,-1,0,1
4789,1,3,-1,0,1
4790,0,1,0,0,1
4791,0,1,0,0,1
4792,1,3,-1,0,1
4793,1,3,-1,0,1
4794,0,1,0,0,1
4795,0,1,0,0,1
4796,0,1,0,0,1
4797,0,1,0,0,1
4798,1,3,-1,0,5
4799,1,3,-1,0,5
4800,1,3,-1,0,5
4801,1,3,-1,0,5
4802,0,1,0,0,5
4803,0,1,0,0,5
4804,0,1,0,0,7
4805,0,1,0,0,7
4806,0,1,0,0,7
4807,0,1,0,0,7
4808,0,1,0,0,7
4809,0,1,0,0,7
4810,0,2,1,1,7
4811,0,2,1,0,7
4812,1,3,-1,0,7
4813,1,3,-1,0,7
4814,0,1,0,0,7
4815,0,1,0,0,7
4816,1,3,-1,0,7
4817,1,3,-1,0,7
4818,0,2,3,1,7
4819,0,2,3,0,7
4820,0,1,0,0,7
4821,0,1,0,0,7
4822,0,1,0,0,7
4823,0,1,0,0,7
4824,0,1,0,0,7
4825,0,1,0,0,7
4826,0,1,0,0,7
4827,0,1,0,0,7
4828,0,1,0,0,7
4829,0,1,0,0,7
4830,1,3,-1,0,7
4831,1,3,-1,0,7
4832,0,1,0,0,7
4833,0,1,0,0,7
4834,0,1,0,0,7
4835,0,1,0,0,7
4836,0,1,0,0,7
4837,0,1,0,0,7
4838,0,1,0,0,7
4839,0,1,0,0,7
4840,0,2,2,1,7
4841,0,2,2,0,7
4842,0,2,1,1,7
4843,0,2,1,0,7
4844,0,1,0,0,7
4845,0,1,0,0,7
4846,0,2,2,1,7
4847,0,2,2,0,7
4848,0,1,0,0,6
4849,0,1,0,0,6
4850,0,1,0,0,6
4851,0,1,0,0,6
4852,0,2,1,1,6
4853,0,2,1,0,6
4854,0,1,0,0,7
4855,0,1,0,0,7
4856,0,1,0,0,7
4857,0,1,0,0,7
4858,0,2,2,1,7
4859,0,2,2,0,7
4860,1,3,-1,0,7
4861,1,3,-1,0,7
4862,0,1,0,0,7
4863,0,1,0,0,7
4864,0,1,0,0,7
4865,0,1,0,0,7
4866,0,2,1,1,7
4867,0,2,1,0,7
4868,0,1,0,0,7
4869,0,1,0,0,7
4870,1,3,-1,0,7
4871,1,3,-1,0,7
4872,0,1,0,0,7
4873,0,1,0,0,7
4874,0,1,0,0,7
4875,0,1,0,0,7
4876,1,3,-1,0,7
4877,1,3,-1,0,7
4878,0,1,0,0,7
4879,0,1,0,0,7
4880,0,1,0,0,7
4881,0,1,0,0,7
4882,0,2,1,1,7
4883,0,2,1,0,7
4884,0,1,0,0,7
4885,0,1,0,0,7
4886,0,1,0,0,7
4887,0,1,0,0,7
4888,1,3,-1,0,7
4889,1,3,-1,0,7
4890,0,2,3,1,7
4891,0,2,3,0,7
4892,0,1,0,0,7
4893,0,1,0,0,7
4894,0,1,0,0,7
4895,0,1,0,0,7
4896,0,2,3,1,7
4897,0,2,3,0,7
4898,0,1,0,0,7
4899,0,1,0,0,7
4900,0,1,0,0,7
4901,0,1,0,0,7
4902,1,3,-1,0,5
4903,1,3,-1,0,5
4904,0,1,0,0,5
4905,0,1,0,0,5
4906,0,1,0,0,5
4907,0,1,0,0,5
4908,1,3,-1,0,5
4909,1,3,-1,0,5
4910,0,1,0,0,5
4911,0,1,0,0,5
4912,0,2,1,1,5
4913,0,2,1,0,5
4914,0,1,0,0,5
4915,0,1,0,0,5
4916,0,1,0,0,1
4917,0,1,0,0,1
4918,1,3,-1,0,1
4919,1,3,-1,0,1
4920,0,1,0,0,1
4921,0,1,0,0,1
4922,0,1,0,0,1
4923,0,1,0,0,1
4924,0,1,0,0,1
4925,0,1,0,0,1
4926,0,1,0,0,1
4927,0,1,0,0,1
4928,0,1,0,0,1
4929,0,1,0,0,1
4930,1,3,-1,0,1
4931,1,3,-1,0,1
4932,1,3,-1,0,1
4933,1,3,-1,0,1
4934,0,1,0,0,1
4935,0,1,0,0,1
4936,1,3,-1,0,1
4937,1,3,-1,0,1
4938,0,1,0,0,1
4939,0,1,0,0,1
4940,0,1,0,0,1
4941,0,1,0,0,1
4942,1,3,-1,0,1
4943,1,3,-1,0,1
4944,0,1,0,0,1
4945,0,1,0,0,1
4946,0,1,0,0,1
4947,0,1,0,0,1
4948,0,1,0,0,1
4949,0,1,0,0,1
4950,1,3,-1,0,1
4951,1,3,-1,0,1
4952,0,1,0,0,1
4953,0,1,0,0,1
4954,0,1,0,0,1
4955,0,1,0,0,1
4956,1,3,-1,0,1
4957,1,3,-1,0,1
4958,0,1,0,0,1
4959,0,1,0,0,1
4960,0,1,0,0,1
4961,0,1,0,0,1
4962,0,1,0,0,1
4963,0,1,0,0,1
4964,0,1,0,0,1
4965,0,1,0,0,1
4966,1,3,-1,0,1
4967,1,3,-1,0,1
4968,1,3,-1,0,1
4969,1,3,-1,0,1
4970,0,1,0,0,1
4971,0,1,0,0,1
4972,1,3,-1,0,1
4973,1,3,-1,0,1
4974,0,1,0,0,1
4975,0,1,0,0,1
4976,0,1,0,0,1
4977,0,1,0,0,1
4978,0,1,0,0,1
4979,0,1,0,0,1
4980,0,2,1,1,1
4981,0,2,1,0,1
4982,0,1,0,0,1
4983,0,1,0,0,1
4984,0,1,0,0,1
4985,0,1,0,0,1
4986,1,3,-1,0,1
4987,1,3,-1,0,1
4988,0,1,0,0,1
4989,0,1,0,0,1
4990,0,1,0,0,1
4991,0,1,0,0,1
4992,1,3,-1,0,1
4993,1,3,-1,0,1
4994,0,1,0,0,1
4995,0,1,0,0,1
4996,0,2,1,1,1
4997,0,2,1,0,1
4998,1,3,-1,0,1
4999,1,3,-1,0,1
5000,0,1,0,0,1
5001,0,1,0,0,1
5002,1,3,-1,0,1
5003,1,3,-1,0,1
5004,0,1,0,0,1
5005,0,1,0,0,1
5006,0,1,0,0,1
5007,0,1,0,0,1
5008,1,3,-1,0,1
5009,1,3,-1,0,1
5010,1,3,-1,0,1
5011,1,3,-1,0,1
5012,0,1,0,0,1
5013,0,1,0,0,1
5014,0,1,0,0,7
5015,0,1,0,0,7
